company_name,industry,funding_rounds,total_funding,job_postings_30d,employee_growth_pct,hiring_roles,industry_growth_rate,regional_employment_trend,funding_per_employee,days_since_last_funding,growth_momentum,is_hot_lead,last_funding_year,last_funding_month,last_funding_day,last_funding_day_of_week,last_funding_day_of_year,last_funding_week_of_year,last_funding_is_weekend
"Wyatt, Lee and Casey",SaaS,2.44120299184134,4481525.48,7.359934002918729,-7.145250296844355,Operations,20.5,5.3,-7726.768068965518,988,31370678.360000003,0,2022,6,8,2,159,23,False
"Reid, Howell and Wilkins",Tech,2.3247186869637875,2503385.45,9.11463401885232,31.574474818683697,Operations,19.5,11.6,772.6498302469137,1413,32544010.85,1,2021,4,9,4,99,14,False
Medina LLC,Tech,0.871795735253194,2305217.93,11.167880773572689,33.06185638492247,Operations,21.2,3.2,711.4870154320988,313,23052179.3,0,2024,4,13,5,104,15,True
"Mcfarland, Cameron and White",Healthcare,2.9225206266206323,1790029.57,12.001927018338854,21.290177681107664,Sales,18.0,13.2,852.3950333333333,168,17900295.7,0,2024,9,5,3,249,36,False
Evans-Daniels,Retail,4.243176004753514,626499.24,12.134263162766665,17.965192050604212,Operations,19.0,5.1,353.95437288135594,831,6891491.64,0,2022,11,12,5,316,45,True
Clark Inc,Retail,4.071215304095954,3399251.75,10.125759925985529,2.200363776276547,Marketing,18.0,6.8,9997.799264705882,575,37391769.25,0,2023,7,26,2,207,30,False
Grant Group,SaaS,3.232288515370639,556665.79,9.41830802438436,-0.1883116423221365,Engineering,6.3,11.9,6958.322375000001,1431,4453326.32,0,2021,3,22,0,81,12,False
Murphy-Bright,Retail,2.801008881646326,2731172.07,12.441639682924183,27.449971383213352,Engineering,26.4,1.8,978.9147204301074,42,32774064.84,1,2025,1,9,3,9,2,False
Mcgrath-Duncan,Healthcare,2.969127820574775,3848180.64,12.524354047920294,-3.5861466939340296,Engineering,26.8,5.7,-16731.220173913043,105,46178167.68,0,2024,11,7,3,312,45,False
Thomas LLC,Healthcare,2.4443912728527413,7883383.05,8.712768200055391,13.227532668206218,Sales,23.2,5.3,6064.140807692307,265,78833830.5,0,2024,5,31,4,152,22,False
"Lawrence, Li and Brown",Tech,0.7855866732353914,775005.83,12.124731274622304,-0.5087409480221419,Sales,20.9,-0.2,19375.14575,746,9300069.96,0,2023,2,5,6,36,5,True
Hunt-Williams,SaaS,2.816895454752564,1980393.04,11.13250674113446,-3.9882644843811432,Engineering,9.0,-0.6,-6001.191030303031,397,23764716.48,0,2024,1,20,5,20,3,True
Taylor-Acosta,Retail,3.149686573303972,4861128.45,10.12004587726107,2.653574676202793,Engineering,30.0,8.9,13138.185,239,43750156.05,0,2024,6,26,2,178,26,False
Allen-Greene,Healthcare,2.0545784341363147,601203.65,10.59027741017314,44.51761122848921,Marketing,8.9,14.2,158.62893139841688,1490,7214443.800000001,0,2021,1,22,4,22,3,False
"Matthews, Bradley and Gonzales",Healthcare,3.3213510363037924,948149.62,11.618706920695423,32.33983336711361,Marketing,8.6,13.7,279.6901533923304,1396,10429645.82,0,2021,4,26,0,116,17,False
Sloan-George,Tech,2.5821514240591865,2624487.98,10.77220355020978,-8.072113629528321,Engineering,22.5,6.5,-3546.605378378378,1305,26244879.8,0,2021,7,26,0,207,30,False
"Higgins, Mendez and Davis",SaaS,4.119915667198243,5495880.25,8.891393588407764,35.65730507397775,Operations,13.1,13.0,1465.5680666666667,1187,49462922.25,0,2021,11,21,6,325,46,True
Neal and Sons,Fintech,2.889155645514594,4523398.24,7.990161963219193,45.07399230310308,Sales,10.4,6.0,1153.9281224489796,865,36187185.92,0,2022,10,9,6,282,40,True
Lyons LLC,Tech,2.035949089699744,2406046.78,6.334800415477317,41.15714140724538,Operations,30.0,8.2,655.5985776566756,1827,14436280.68,0,2020,2,20,3,51,8,False
Anderson-Duncan,SaaS,3.835476535111427,8433758.65,5.541444698807149,43.47590002750279,Sales,27.9,11.2,1738.9193092783505,987,59036310.55,0,2022,6,9,3,160,23,False
Mitchell Ltd,Tech,3.3071293998894338,6828075.25,7.412214889393347,0.9173739265426716,Engineering,11.5,6.9,37933.751388888886,564,47796526.75,0,2023,8,6,6,218,31,True
Thomas-Lane,Retail,2.637094180229159,10322554.16,7.63841342026217,33.92867326258026,Sales,20.4,10.6,3547.269470790378,314,82580433.28,0,2024,4,12,4,103,15,False
Martin Group,Fintech,1.8024780272266168,6090091.26,9.137579042883026,28.14075778009683,Engineering,22.0,1.0,2206.554804347826,1414,54810821.34,0,2021,4,8,3,98,14,False
Barnes-Fitzpatrick,Retail,2.899529910013357,660574.42,9.90170713861052,11.48627017531106,Marketing,9.5,1.7,508.13416923076926,318,6605744.2,0,2024,4,8,0,99,15,False
"Mejia, Bright and Fernandez",Retail,3.989515751625569,2083551.85,16.172156866001526,-0.1814467986734808,Marketing,9.6,-3.2,26044.398125,1179,29169725.9,0,2021,11,29,0,333,48,False
"Lewis, Lee and Vasquez",SaaS,3.631613888569438,6268348.61,3.008536961808636,44.0627871847388,Engineering,5.8,12.4,1578.929120906801,1468,18805045.83,0,2021,2,13,5,44,6,True
Jenkins-Smith,Retail,1.8923256353586368,2244427.15,8.768907559283877,43.43118789981289,Marketing,11.1,14.4,576.973560411311,1439,22444271.5,0,2021,3,14,6,73,10,True
Sanchez-Murphy,SaaS,5.734125140858914,2763279.73,15.525585626468263,38.83096782408485,Operations,16.5,2.8,803.2789912790697,622,38685916.22,0,2023,6,9,4,160,23,False
Monroe Group,Retail,5.694516957255421,2730237.57,10.252394712970863,11.966012618756398,Engineering,25.2,6.7,2068.361795454545,19,27302375.7,0,2025,2,1,5,32,5,True
Taylor Inc,Retail,1.852400361379685,9098727.92,10.292129020156812,13.551556183096912,Operations,7.0,12.8,6232.005424657535,81,90987279.2,0,2024,12,1,6,336,48,True
Walters Group,Healthcare,3.6014263316567128,7007863.58,12.323547837935246,25.794223179802067,Operations,13.2,14.6,3100.824592920354,366,91102226.54,1,2024,2,20,1,51,8,False
Robertson and Sons,Fintech,2.9461097444192688,1343983.78,12.347078466399887,19.514819107130823,Operations,29.0,13.8,594.6830884955752,888,16127805.36,0,2022,9,16,4,259,37,False
Johnson-Miller,SaaS,5.486819403988717,275871.87,13.9262723631505,20.80576450049684,Operations,19.6,6.3,131.36755714285715,435,3586334.31,0,2023,12,13,2,347,50,False
"Reynolds, Clayton and Rogers",Healthcare,2.6433771443346856,3773674.62,16.82636386854671,8.696254464077798,Engineering,27.3,12.1,3972.2890736842105,1042,60378793.92,0,2022,4,15,4,105,15,False
Chen-Silva,SaaS,3.3326528706190874,8097831.26,9.77756224416947,31.43236288003124,Operations,13.0,8.6,2587.166536741214,1622,72880481.34,0,2020,9,12,5,256,37,True
Finley and Sons,Tech,3.060253605444781,2726989.4,13.76917855385265,-7.82103075731849,Operations,24.0,3.6,-3496.140256410256,1517,40904841.0,0,2020,12,26,5,361,52,True
"Bradley, Villarreal and Hernandez",Retail,2.874326063654488,10607469.44,8.19137641833474,14.908579908009033,Engineering,16.8,13.9,6390.041831325301,96,106074694.4,0,2024,11,16,5,321,46,True
"Brown, Ibarra and Ramirez",Retail,3.735835843133187,10018012.82,11.65586307125576,49.19132688708968,Marketing,28.9,1.3,1991.652648111332,872,110198141.02,1,2022,10,2,6,275,39,True
Gomez-Johnson,Healthcare,3.4353889434211373,6754129.78,10.451964733881985,26.97141766506853,Sales,5.7,7.1,2638.3319453125,127,74295427.58,1,2024,10,16,2,290,42,False
Thomas-Harris,Tech,3.27861966053102,2967204.09,8.993883646761283,-7.82037725154332,Marketing,7.1,7.0,-4709.847761904762,1706,29672040.9,0,2020,6,20,5,172,25,True
Hayes Inc,SaaS,4.001452097226169,5899222.85,10.37048843398386,39.2239248083198,Engineering,15.8,6.3,1343.7865261958998,522,64891451.35,1,2023,9,17,6,260,37,True
Keller Group,Fintech,0.8226718358337219,6474200.19,15.32801896278208,33.97243256239575,Sales,27.2,-0.6,2081.7363954983925,878,90638802.66,0,2022,9,26,0,269,39,False
"Brown, Walter and Ingram",Tech,3.6356919349871,926323.85,14.685190120268633,42.4211694558382,Marketing,5.9,12.1,197.9324465811966,721,14821181.6,0,2023,3,2,3,61,9,False
Moses LLC,Fintech,1.944031657243748,6900317.04,3.672368862016837,12.957855849447125,Sales,6.8,9.9,4339.822037735849,332,27601268.16,0,2024,3,25,0,85,13,False
Morales-Hoffman,SaaS,0.9082917081925173,2559715.98,10.53481332686452,17.797489001638247,Operations,25.6,11.6,1207.4131981132075,1144,25597159.8,0,2022,1,3,0,3,1,False
Lloyd-Santiago,Tech,2.4931488658586014,1477570.55,6.981043806183482,46.23944765996684,Engineering,17.6,1.6,366.6428163771712,1758,10342993.85,0,2020,4,29,2,120,18,False
"Hernandez, Cruz and Martinez",SaaS,2.241612234222382,3607053.68,6.870254787497772,25.828234122228444,Operations,18.2,-4.1,1202.351226666667,1666,25249375.76,0,2020,7,30,3,212,31,False
Davis PLC,Healthcare,2.803074692499668,6167071.39,11.206988868035925,9.9396827533675,Operations,19.3,14.4,5817.9918773584905,1341,61670713.9,0,2021,6,20,6,171,24,True
Anderson LLC,Tech,3.439499449048656,3542855.04,6.6221719689677165,31.59905392043218,Engineering,16.0,8.3,1018.0617931034484,1505,31885695.36,0,2021,1,7,3,7,1,False
"Gonzalez, Thomas and Herrera",Tech,3.2778564647179667,950078.35,16.433654026984645,2.834681352791974,Sales,9.5,7.0,2317.264268292683,923,15201253.6,0,2022,8,12,4,224,32,False
Schmidt Group,SaaS,2.145721443315876,4776274.1,8.223135475448839,-2.92341989961709,Engineering,7.8,-4.7,-29851.713125,780,42986466.9,0,2023,1,2,0,2,1,False
Richards-Gill,Healthcare,4.373655519611145,2845276.35,10.149422004584247,30.25791351689772,Marketing,25.2,13.2,846.8084375000001,1239,28452763.5,0,2021,9,30,3,273,39,False
"Rose, Watson and Pham",SaaS,2.066419415493178,5013139.08,12.00404067791025,0.0977218569455324,Operations,20.9,13.1,45573.99163636364,886,55144529.88,0,2022,9,18,6,261,37,True
Thornton-Kennedy,SaaS,1.6293754092342794,1897955.1,5.541232617708863,11.60699184627904,Sales,29.1,1.8,1608.4365254237289,404,11387730.6,0,2024,1,13,5,13,2,True
"Rogers, Green and Rivera",Fintech,4.305787658914385,293389.7,7.625833975358267,36.41513767254746,Engineering,19.9,8.4,77.41153034300793,885,2053727.9,0,2022,9,19,0,262,38,False
Hess-Gibson,SaaS,4.438656210608776,6583872.63,12.596560403185329,3.2464068689543164,Operations,7.7,0.0,14312.76658695652,415,72422598.92999999,0,2024,1,2,1,2,1,False
Jones and Sons,Tech,7.866785610395761,3543789.07,7.485850392696182,10.485522801860224,Engineering,9.9,-1.8,3081.555713043478,115,24806523.49,0,2024,10,28,0,302,44,False
Montoya Inc,SaaS,4.672191703792743,2333514.13,5.798133405183116,18.250015272133226,Sales,17.7,9.1,1166.757065,1482,16334598.91,0,2021,1,30,5,30,4,True
Stevens Ltd,Tech,3.864346794762268,190648.77,10.227938419711933,46.49679732887863,Marketing,28.7,-0.7,47.78164661654135,1267,2287785.24,0,2021,9,2,3,245,35,False
Jones-Bishop,SaaS,2.652153093726056,4319118.21,19.47636363747081,0.0929300048664795,Operations,12.1,4.6,39264.711,640,77744127.78,0,2023,5,22,0,142,21,False
"Knight, Peters and Hill",Healthcare,0.9730540438751146,631674.13,13.010924199123476,42.6709013959467,Engineering,7.1,11.9,146.56012296983758,624,6948415.43,0,2023,6,7,2,158,23,False
"Wilson, Moore and Estrada",SaaS,4.541310731119564,8074758.5,6.723310242099709,-9.899276378178286,Sales,18.7,11.0,-10486.699350649353,1218,48448551.0,0,2021,10,21,3,294,42,False
Nelson-Jones,Fintech,3.28050063872743,2986951.73,11.696189873875795,38.1892723154675,Operations,10.5,11.7,711.1789833333333,603,29869517.3,0,2023,6,28,2,179,26,False
Davidson-Lindsey,SaaS,0.9927376982366688,4065982.09,7.814952800154838,40.53768409045884,Marketing,11.7,3.4,1029.3625544303798,1645,32527856.72,0,2020,8,20,3,233,34,False
"Ramos, White and Johnson",Tech,2.9212287820356417,1619682.96,9.594897667213978,33.64025880766316,Operations,8.2,0.5,466.7674236311239,95,17816512.56,1,2024,11,17,6,322,46,True
Arroyo PLC,SaaS,4.217455768823478,930129.61,13.758862769668804,11.437176369329622,Marketing,17.4,8.5,620.0864066666667,1561,12091684.93,0,2020,11,12,3,317,46,False
Garcia-Herrera,SaaS,4.079968790159312,2105405.49,4.436703546244869,17.91472502502056,Engineering,7.1,2.8,1260.7218502994012,499,10527027.45,0,2023,10,10,1,283,41,False
Dennis-Fowler,Retail,3.5435463243615795,1178624.92,6.308996929076008,5.038773387787554,Operations,10.7,11.4,1997.6693559322032,1086,8250374.439999999,0,2022,3,2,2,61,9,False
Cummings-Andrews,Retail,1.205917625657655,2987549.47,7.465471113445976,40.87120283291757,Operations,25.9,7.5,706.2764704491726,887,20912846.290000003,0,2022,9,17,5,260,37,True
Sanchez Group,Healthcare,2.9736994208788348,1176459.97,11.432631303724127,14.0024046859035,Operations,17.9,4.2,834.3687730496454,1618,12941059.67,0,2020,9,16,2,260,38,False
Jones-Good,Retail,3.0258144233150723,354810.19,9.54695239721749,38.0233176778117,Sales,19.3,0.3,85.08637649880096,1358,3193291.71,0,2021,6,3,3,154,22,False
Collins Inc,Retail,0.9132846505118062,4153379.79,15.667297623527247,28.92945631815041,Marketing,7.0,9.2,1526.9778639705885,1106,62300696.85,0,2022,2,10,3,41,6,False
"Clark, Curry and Mcgee",SaaS,1.089045422455369,5923502.23,4.811983710810413,40.03463472733062,Marketing,26.7,5.1,1609.647345108696,237,29617511.15,0,2024,6,28,4,180,26,False
Jones-Castillo,SaaS,2.814718792617838,1638769.88,17.701902081668806,8.550037961955706,Operations,17.8,7.7,1560.7332190476188,249,31136627.72,0,2024,6,16,6,168,24,True
Huff-Banks,Fintech,3.1515342901138417,2296435.48,11.80718953478998,17.86015510411861,Operations,27.2,12.6,1583.7486068965518,361,22964354.8,0,2024,2,25,6,56,8,True
Bailey-Rivera,Fintech,3.80464616884954,6620886.06,8.552845000343755,37.577524866051895,Sales,22.2,13.9,1414.7192435897434,1279,52967088.48,0,2021,8,21,5,233,33,True
"Lee, Vasquez and Gomez",Fintech,3.386741907162084,5340639.45,7.059148051179424,15.406710990820429,Engineering,9.2,3.9,3423.486826923077,293,48065755.05,0,2024,5,3,4,124,18,False
Valenzuela LLC,Fintech,3.388185143464871,5173658.78,12.017916334495723,30.056389996979554,Engineering,16.0,8.0,1834.6307730496453,1032,67257564.14,1,2022,4,25,0,115,17,False
Phillips Inc,Tech,3.969597002663346,1301701.35,5.696391711251811,1.799934011153348,Marketing,30.0,4.7,3828.533382352941,90,7810208.100000001,0,2024,11,22,4,327,47,False
Sampson Group,Tech,2.0392493605912705,6519857.58,13.417462060910005,-1.3880209784166109,Sales,27.4,5.7,-217328.586,392,78238290.96000001,0,2024,1,25,3,25,4,False
"Sanchez, Mccann and Barrett",Retail,4.062737165430312,3177735.71,9.539436447665768,16.865677731121504,Operations,15.9,9.1,1663.735973821989,952,34955092.81,1,2022,7,14,3,195,28,False
"Martinez, Moore and Poole",Healthcare,2.4406902780206408,166466.71,12.046472579765297,12.36983640304722,Engineering,17.1,6.8,124.22888805970148,1110,1664667.1,0,2022,2,6,6,37,5,True
Bush PLC,SaaS,1.9494736069420455,2178590.35,8.525456226404556,22.43437116217872,Sales,6.5,8.3,994.7901141552512,1629,15250132.45,0,2020,9,5,5,249,36,True
Jordan-Guzman,Tech,2.6262091033124872,3833614.51,6.156580885252732,6.801529988264695,Marketing,12.1,6.5,4675.139646341463,465,26835301.57,0,2023,11,13,0,317,46,False
"Clark, Walker and Coleman",Retail,1.81944386994442,4618641.4,11.99684765664075,5.788553257424319,Operations,26.4,5.5,7216.6271875,503,46186414.0,0,2023,10,6,4,279,40,False
Harris-Reilly,Retail,2.9277670739497355,1128954.76,9.425896054129783,-3.4981078076070418,Operations,11.0,1.0,-4908.498956521739,767,10160592.84,0,2023,1,15,6,15,2,True
"Davis, Barrera and Hendrix",SaaS,1.8156285740488065,149364.51,7.787247811897145,13.428394367190432,Marketing,13.3,13.6,95.74648076923076,732,1194916.08,0,2023,2,19,6,50,7,True
Wallace Ltd,Healthcare,3.116101365364411,3881701.78,6.285093863036004,40.29492163491001,Marketing,10.5,11.2,1084.2742402234635,1604,23290210.68,0,2020,9,30,2,274,40,False
Becker-Terry,SaaS,2.586958800984918,988425.32,15.52342230589223,-9.995805865843227,Sales,12.9,10.4,-1190.873879518072,333,15814805.12,0,2024,3,24,6,84,12,True
"Park, Foley and Short",SaaS,3.039337142112606,4914677.13,14.0638246628336,0.4392643998600296,Sales,12.1,13.4,32764.5142,1777,68805479.82,0,2020,4,10,4,101,15,False
Smith-Miller,Retail,1.920440368364192,4136381.68,8.202625436663213,4.4703729905965925,Engineering,26.0,10.6,7131.692551724138,1063,37227435.120000005,0,2022,3,25,4,84,12,False
"Acosta, Evans and Lewis",Tech,2.1366020507627272,7566166.93,14.16322652502863,29.79887328059141,Marketing,7.7,0.9,2292.777857575757,274,90794003.16,1,2024,5,22,2,143,21,False
Brennan-Smith,SaaS,3.172758984672611,236363.49,9.861787936107756,12.810801647068754,Engineering,13.8,10.9,163.00930344827586,606,2363634.9,0,2023,6,25,6,176,25,True
"Vincent, Martinez and Johnson",Retail,1.854032580871256,4340884.7,8.630274585846433,0.9989100089566072,Engineering,6.3,1.0,21704.4235,1448,34727077.6,0,2021,3,5,4,64,9,False
Caldwell-Brown,Fintech,2.1320158885837066,4145600.08,10.310056933741098,12.047476107003668,Operations,16.5,9.9,3398.0328524590163,1692,45601600.88,0,2020,7,4,5,186,27,True
"Newton, Watson and Bowman",Tech,4.269901870101205,8419970.45,8.058717717368951,47.69455257684438,Operations,24.7,-5.0,1858.7131236203088,3,58939793.14999999,0,2025,2,17,0,48,8,False
"Gonzalez, Yu and Kirby",SaaS,2.37793282888472,6900167.2,10.513080361275971,53.39918774573944,Sales,18.8,-3.4,1380.03344,627,75901839.2,1,2023,6,4,6,155,22,True
Wilson-Hoffman,SaaS,2.796913945601218,612462.71,10.045116301372191,-4.106145323581558,Sales,7.1,9.8,-1913.94596875,1576,7349552.52,0,2020,10,28,2,302,44,False
Liu LLC,Tech,3.835673038828715,2580001.09,9.183373900222708,15.94536761070453,Engineering,18.4,6.5,1290.000545,1787,20640008.72,0,2020,3,31,1,91,14,False
Frazier-Hernandez,Fintech,2.0306460333015988,10375316.79,9.85288175956936,46.50518712142674,Marketing,16.5,9.9,2231.250922580645,1771,93377851.10999998,0,2020,4,16,3,107,16,False
Cooper Ltd,Healthcare,3.346739781263089,3630060.68,12.96199591342295,1.815620492160279,Operations,21.1,12.1,13444.669185185188,471,43560728.16,0,2023,11,7,1,311,45,False
"Curtis, Vazquez and Roberts",Healthcare,1.6794120555722274,3903420.92,11.906499335393027,-7.287479283024165,Sales,12.1,-1.8,-6295.840193548387,1391,50744471.96,0,2021,5,1,5,121,17,True
Mooney-Berry,Retail,2.980885695384808,642728.75,9.891128852730107,25.87931498842288,Marketing,9.0,11.5,208.0028317152104,555,5784558.75,0,2023,8,15,1,227,33,False
Shepard and Sons,Tech,2.3870000850411444,5335874.26,9.58386708410148,41.87002799248911,Sales,23.7,2.2,1232.3035242494225,509,64030491.12,1,2023,9,30,5,273,39,True
Rivera-Pacheco,Fintech,7.1369169219661055,5172737.92,7.076143300546519,25.035098255268984,Sales,16.5,14.9,2036.5109921259843,637,36209165.44,0,2023,5,25,3,145,21,False
"Ballard, Newton and Shepherd",Fintech,1.8143907800371395,5840401.36,14.550755687184855,48.741937509646014,Engineering,8.8,-1.9,1151.9529309664697,1595,75925217.68,1,2020,10,9,4,283,41,False
Sherman and Sons,Retail,2.7862663893532438,4363657.76,13.237960093098703,-9.758010080270504,Operations,14.3,13.5,-5977.613369863013,667,61091208.64,0,2023,4,25,1,115,17,False
"Hill, Chan and Wade",Retail,2.26307725190962,3450888.58,10.801207760376204,45.16415410491166,Marketing,12.8,12.5,717.4404532224532,878,44861551.54,1,2022,9,26,0,269,39,False
"Jones, Padilla and Lane",SaaS,1.997126263005115,4842988.9,10.49125445860884,39.04021750997938,Marketing,6.0,0.7,1364.222225352113,96,43586900.1,0,2024,11,16,5,321,46,True
"Hodge, Martinez and Cabrera",Healthcare,2.2972488882627933,3430965.32,9.917283652574891,14.92656015864789,Engineering,25.9,7.2,2213.526012903226,1216,27447722.56,0,2021,10,23,5,296,42,True
Williams Ltd,Tech,2.16176151216662,4981531.4,6.2991661118610764,14.759450561000746,Engineering,14.2,14.9,3533.000992907802,335,29889188.4,0,2024,3,22,4,82,12,False
Morgan LLC,SaaS,0.9419233449974194,1234681.01,18.32031631871008,24.026702743613072,Marketing,5.3,9.9,536.8178304347826,279,22224258.18,0,2024,5,17,4,138,20,False
"Anderson, Lee and Smith",Fintech,1.884679992988025,5255034.57,11.992714072851882,22.65944776726772,Engineering,26.0,-3.0,2236.184923404256,317,63060414.84,1,2024,4,9,1,100,15,False
Clark-Harris,Fintech,2.104984419102439,3076089.34,4.879587261228261,26.490280229059003,Operations,25.3,4.1,1122.6603430656933,389,12304357.36,0,2024,1,28,6,28,4,True
